job_title,category,job_details
IT Support,Meja Bantuan & Dukungan IT (Teknologi Informasi & Komunikasi),"Tanggung Jawab Utama
Memberikan dukungan teknis dan troubleshooting untuk berbagai masalah hardware, software, dan jaringan yang dihadapi karyawan.
Menginstal, mengonfigurasi, dan memelihara perangkat komputer, printer, dan peralatan IT lainnya.
Memantau dan memelihara infrastruktur IT untuk memastikan ketersediaan dan kinerja yang optimal.
Memberikan pelatihan dan panduan kepada karyawan mengenai penggunaan sistem dan aplikasi IT.
Mengidentifikasi dan mengatasi masalah IT secara efisien, serta berkoordinasi dengan tim untuk menyelesaikan masalah yang kompleks.
Mengelola inventaris aset IT dan memastikan keamanan data dan sistem.
Mengembangkan dan mengimplementasikan prosedur dan praktik terbaik untuk dukungan IT.
Keterampilan, Kualifikasi, dan Pengalaman yang Dibutuhkan
Diploma atau gelar di bidang Teknologi Informasi, Sistem Informasi, atau disiplin terkait.
Minimal 2 tahun pengalaman dalam peran IT Support atau helpdesk.
Pemahaman yang baik tentang sistem operasi, aplikasi desktop, jaringan, dan infrastruktur IT.
Kemampuan troubleshooting dan pemecahan masalah yang efektif.
Keterampilan komunikasi yang baik, kemampuan bekerja dalam tim, dan berorientasi pada layanan pelanggan.
Pengetahuan tentang manajemen aset IT dan praktik keamanan data.
Kemampuan untuk bekerja dalam lingkungan yang cepat berubah dan bertanggung jawab."
IT Support,Meja Bantuan & Dukungan IT (Teknologi Informasi & Komunikasi),"Persyaratan :
Bisa instalasi dan maintenance jaringan, cctv, windows
Bisa maintenance printer, sparepart CPU
Paham kelistrikan
Kemampuan dalam mengoperasikan dan mengelola server
Memiliki kemampuan untuk membandingkan spesifikasi sparepart (hardware)
Jobdesk :
memberikan dukungan teknis kepada pengguna dalam hal perangkat keras (hardware), perangkat lunak (software), dan jaringan, serta memastikan sistem komputer berfungsi dengan baik"
IT Support,Meja Bantuan & Dukungan IT (Teknologi Informasi & Komunikasi),"Job Desc:
Mengatasi masalah teknis yang terjadi
Melakukan pengecekan terhadap permasalahan aplikasi
Melakukan pembelajaran dan sosialisasi ke Pengguna terhadap aplikasi
Melakukan control dan pemeliharaan atas fungsi dan tujuan atas aplikasi yang di implementasikan
Troubleshooting Hardware, Software maupun Jaringan
Kualifikasi:
Pendidikan minimal S1 jurusan komputer / sistem informatika/ teknik
Pengalaman di bidang yang sama minimal 2 tahun
Memiliki keterampilan komunikasi dan pemecahan masalah yang baik
Dapat mengoperasikan Microsoft Office
Penempatan Head Office Jakarta"
Project Admin,Administrasi Jaringan & Sistem (Teknologi Informasi & Komunikasi),"Deskripsi Pekerjaan :
Melakukan koordinasi antar tim teknis dan non-teknis untuk memastikan alur komunikasi berjalan efektif.
Membantu dalam proses pengadaan barang/jasa yang terkait dengan proyek IT (pengajuan PR/PO, koordinasi dengan vendor, dll).
Menjaga kerahasiaan informasi dan dokumen proyek.
Menyusun anggaran project dan laporan realisasinya.
Mengontrol end-to-end project dari aktivitas terkait dokumen
Kualifikasi :
Pendidikan Minimal D3/S1 dengan jurusan Sistem Informasi, Teknik Komputer, Teknik Informatika atau bidang terkait.
Memiliki pengalaman bekerja Minimal 1 tahun sebagai Project Admin (Berpengalaman di Industri IT menjadi nilai tambah).
Mampu mengoperasikan Microsoft Office (Word, Excel, PowerPoint),
Memiliki kemampuan organisasi, dokumentasi, dan komunikasi yang baik.
Mampu bekerja dalam tim maupun mandiri.
Dapat bergabung secepatnya"
Production Engineering (IT Programmer),Teknik – Perangkat Lunak (Teknologi Informasi & Komunikasi),"PT YKK ZIPCO INDONESIA
has been operating since 1989 in Indonesia. Today, we are entering a period of transition and stepping up to a new level of raising our awareness. Since our customers have been expanding their material procurement to the world scale to seek the best choice, we are also urged to develop our business to offer suitable service to customers on a global level, without any boundaries.
Then from that, we are looking for the best person to fill the new candidate as
a production engineer (IT programmer).
General Responsibilities:
Create a web-based program (back end & view).
Maintenance of existing systems
Make a report on the system update.
Requirements:
The candidate must possess at least a diploma or bachelor's degree in informatics technique, information systems or computer engineering.
Required language(s): English, Bahasa Indonesia
Able to operate Microsoft Office (Word, Excel, PowerPoint)
Understand the CI3/Laravel framework
Able to use PHP, JavaScript and SQL
Create the use case and schedule work
Fresh graduate/At least 1 year(s) of working experience in the related field is required for this position.
Ready to be placed in Cibitung
Full-time position(s) available"
Strategy Analyst,Strategi & Perencanaan (Konsultasi & Strategi),"We’re Hiring a Strategy Analyst!
Panca Amara Utama (PAU) is looking for a Strategy Analyst to join our dynamic team at the Head Office in South Jakarta. In this role, you will support strategic initiatives directly linked to the Director's Office, drive data-led decisions, and collaborate with cross-functional teams to improve business performance. You will play a key part in enabling company-wide transformation through strategy execution, performance monitoring, and executive reporting.
Work Location:
Head Office, Jakarta
Reporting Line:
This position reports directly to the Sr. Strategy & Transformation Manager
Job Requirements:
Bachelor’s Degree in Business, Economics, Finance, Management or any related field
3–5 years of experience in strategy, consulting, or business analysis
Strong analytical, project management, and communication skills
Proficient in data analysis and business intelligence tools (dashboard/reporting)
Experience working with cross-functional teams and senior stakeholders
Training in Data Analysis required; certifications in PMP, PRINCE2, or Google Data Analytics are a plus
Able manage multiple projects
Job Responsibilities:
Support senior leadership in setting and executing strategic initiatives
Monitor progress of key projects and strategic KPIs across departments
Facilitate cross-functional coordination and information flow
Prepare strategic reports, presentations, and dashboards for top management
Conduct data analysis to support executive decisions and business recommendations
Lead or participate in strategic transformation projects
Promote SMK3 (Occupational Health & Safety) and SML (Environmental Management) compliance in all activities
About Us
PT ESSA Industries Indonesia Tbk
., formerly known as PT Surya Esa Perkasa Tbk., underwent a transformative rebrand in 2022 to better align with its vision of leading Indonesia's drive towards world-class industrialization. Established in 2006, the company initially ventured into LPG and Condensate production with its refinery facility in Palembang. Over the years, it expanded its operations, notably entering the Ammonia production sector through its subsidiary,
PT Panca Amara Utama
, at the Banggai Ammonia Plant in Sulawesi Tengah. ESSA has evolved into a leading company committed to contributing to Indonesia's world-class industrialization processes. The company places a strong emphasis on environmental, social, and sustainability considerations in all its endeavors. With records of accomplishment of innovation and excellence, ESSA continues to play a pivotal role in shaping Indonesia's industrial landscape."
IT Staff,Meja Bantuan & Dukungan IT (Teknologi Informasi & Komunikasi),"PT. Manta Agung Solusi is a leading IT solutions provider in Bali, including cyber protection, data recovery, website design and development, system integration, networking, and IT outsourcing - Managed Service Provider (MSP). We are seeking a talented and passionate IT Staff to join our dynamic team. Are you passionate about technology and eager to learn new technology? If you're ready to take on exciting challenges and work in a collaborative environment and opportunities for professional growth and development, we want to hear from you!
Job responsibility:
1. Providing support to customers and collaborate with other team member to handle any tasks related with company business.
2. Handling system and network troubleshooting or implementation.
3. Handling website development, troubleshooting and website content update.
4. Learn new technology (self-development) to be able to provide the best capabilities for the company.
Qualifications:
1. Familiar with system and network troubleshooting.
2. Proficiency in web technology (such as: HTML, CSS, PHP) will be an advantage.
3. Excellent communication and interpersonal skills.
4. Able to communicate in English.
5. Have motorcycle driving license (SIM C) and your own bike.
6. Live in Bali"
IT Support,Meja Bantuan & Dukungan IT (Teknologi Informasi & Komunikasi),"Kualifikasi:
Pendidikan minimal SMK/D3/S1 Teknik Komputer/Informatika
Berpengalaman minimal 1 tahun
Mengerti aplikasi Microsoft Office
Mengerti MS SQL Server dan Windows
Memiliki pengetahuan terkait troubleshooting Aplikasi
Mampu bekerja secara tim dan individu
Mampu bekerja di bawah tekanan dan memiliki inisiatif dalam bekerja
Berkepribadian menarik, teliti, dinamis dan memiliki kemauan untuk berkembang
Domisili Jabodetabek
Lokasi kerja Jakarta Pusat
Jobdesk:
Memperbaharui sistem operasi dan aplikasi yangi dijalankan pengguna
Melakukan pengecekan atau maintenance jaringan dan PC pada kantor pusat dan kantor cabang
Menjaga keamanan system operasi dari segala ancaman termasuk virus
Melakukan back up database mingguan dan bulanan
Memastikan seluruh perangkat pengguna/karyawan terhubung ke jaringan dan berjalan dengan baik
Memastikan data di komputer pengguna aman
Membantu karyawan jika ada masalah dalam penggunaan komputer dan jaringan
Merakit PC dan melakukan instalasi sistem operasi terutama Windows
Maintenance website Perusahaan"
Programmer,Developer/Programmer (Teknologi Informasi & Komunikasi),"Requirements:
Tertarik dalam bidang pengembangan produk
Minimum lulusan S1 Teknik Informatika dan atau memiliki ketertarikan pada dunia “Programming”
Minimum pengalaman 1 tahun, Fresh graduate dipersilahkan melamar
Memiliki pengalaman menggunakan Bahasa pemrograman ASP.Net Core, Laravel
Memiliki pengetahuan mengenai Postgree SQL Database
Memiliki kemampuan mengkombinasikan data dar berbagai macam sumber data (Database, File, API) dan format data (SQL, Excel, CSV, JSON, etc.)
Memiliki pengalaman Repository menggunakan Git
Memiliki kemampuan analisa, inovatif, teliti, rajin, mampu bekerja berdasarkan deadline dan mudah beradaptasi
Mampu bekerja secara mandiri dan tim
Mampu berada dalam kondisi under pressure dan deadline"
IT Technical Support,Meja Bantuan & Dukungan IT (Teknologi Informasi & Komunikasi),"Pendidikan minimal D3/S1 Teknik Informatika/Management Informatika/IT dengan IPK minimal 3.00
Minimal memiliki pengalaman selama 1 tahun (Fresh Graduate silahkan melamar)
Mampu bekerjasama dengan tim, komunikatif, bekerja keras dan bertanggung jawab
Memiliki interpersonal skill yang baik
Menyukai hal-hal terkait perangkat komputer dan setting jaringan komputer
Menguasai Mikrotik, Ncomputing, Instalasi Server, Setup Jaringan, Virtiualisasi Server
Memiliki kemampuan konfigurasi, maintenance, dan troubleshoot/access point
Memiliki kemampuan maintenance dan troubleshoot hardware dan software perangkat komputer
Bersedia ditempatkan di Head Office Arista Group, Jakarta Timur
Bersedia melakukan perjalanan dinas"
Quality Assurance (QA) Engineer,Uji Coba & Penjaminan Mutu (Teknologi Informasi & Komunikasi),"Responsibilities
•       Plan, execute, and document test cases for application features and functions.
•       Perform manual and automated testing to ensure quality standards are met.
•       Write automated test scripts to streamline testing workflows.
•       Track and report testing progress, issues, and final results.
•       Develop and improve standards and procedures to assess application release readiness.
•       Identify and report bugs and issues in applications under test.
•       Track, isolate, and monitor bugs throughout the testing process.
•       Identify potential problems that users might encounter.
•       Research and analyze product features and business logic to inform testing.
•       Explore and evaluate new tools, technologies, and testing methodologies.
•       Review user interfaces for functionality, usability, and consistency.
Requirements
•       Minimum 1 year of experience as a QA/QC Engineer. Fresh graduates are welcome to apply.
•       Understanding of debugging, tracking, and testing processes.
•       Familiar with QA tools, methodologies, and testing concepts.
•       Experience or knowledge in using testing frameworks/tools such as:
o   Selenium, Cypress, Playwright (for UI testing)
o   Postman, REST Assured (for API testing)
o   JUnit, TestNG, Mocha, Jest (for unit/integration testing)
•       Willing to learn quickly and think creatively to identify and test applications based on both functionality and potential use cases.
•       Strong time management skills and ability to collaborate within cross-functional product teams.
•       Having knowledge or hands-on experience in programming and databases is a strong advantage."
